species,family,order,has_specimen,trnLF completed?,ITS completed?,rpl16 completed?,trnK-matK completed?
Gnaphalium supinum,Asteraceae,Asterales,false,false,false,false,false
Gypsophila fastigiata,Caryophyllaceae,Caryophyllales,true,true,true,true,false
Helianthus pauciflorus,Asteraceae,Asterales,false,false,false,false,false
Gypsophila paniculata,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Gnaphalium hoppeanum,Asteraceae,Asterales,true,false,false,false,false
Geum rivale,Rosaceae,Rosales,true,true,true,false,false
Inula conyzae,Asteraceae,Asterales,true,false,false,false,false
Gnaphalium sylvaticum,Asteraceae,Asterales,true,true,true,true,false
Glyceria notata,Poaceae,Poales,true,true,true,true,false
Fragaria moschata,Rosaceae,Rosales,true,false,true,true,false
Galatella linosyris,Asteraceae,Asterales,true,true,true,true,false
Geum urbanum,Rosaceae,Rosales,true,false,true,true,false
Galinsoga parviflora,Asteraceae,Asterales,true,true,true,true,false
Fragaria vesca,Rosaceae,Rosales,true,true,true,true,true
Gypsophila muralis,Caryophyllaceae,Caryophyllales,true,true,true,true,true
Geum montanum,Rosaceae,Rosales,true,true,false,false,false
Helichrysum arenarium,Compositae,,true,false,true,true,false
Glyceria maxima,Gramineae,,true,true,true,true,true
Gnaphalium norvegicum,Asteraceae,Asterales,true,false,false,false,false
Filago lutescens,Compositae,,true,false,false,false,false
Filago vulgaris,Asteraceae,Asterales,true,false,false,false,false
Glyceria declinata,Poaceae,Poales,true,true,true,true,false
Festuca pulchella,Gramineae,,true,true,true,true,false
Glyceria fluitans,Poaceae,Poales,true,true,true,true,false
Festuca pumila,Poaceae,Poales,true,true,true,true,false
Gypsophila repens,Caryophyllaceae,Caryophyllales,true,true,true,true,false
Gnaphalium supinum,Compositae,,true,false,false,false,false
Festuca rubra,Poaceae,Poales,true,false,false,false,false
Festuca rupicola,Poaceae,Poales,true,false,false,false,false
Gnaphalium uliginosum,Asteraceae,Asterales,true,false,false,false,false
Festuca ovina,Poaceae,Poales,true,false,false,false,false
Festuca pratensis,Poaceae,Poales,true,false,false,false,false
Helianthus pauciflorus,Asteraceae,Asterales,false,false,false,false,false
Festuca rubra,Poaceae,Poales,false,false,false,false,false
Helichrysum arenarium,Asteraceae,Asterales,false,false,false,false,false
Festuca rupicaprina,Poaceae,Poales,false,false,false,false,false
Festuca rubra,Poaceae,Poales,false,false,false,false,false
Ilex aquifolium,Aquifoliaceae,Aquifoliales,true,true,true,true,false
Herniaria glabra,Caryophyllaceae,Caryophyllales,true,true,true,true,true
Herniaria hirsuta,Caryophyllaceae,Caryophyllales,true,true,true,true,false
Hierochloe hirta,Poaceae,Poales,false,false,false,false,false
Hierochloe australis,Poaceae,Poales,false,false,false,false,false
Hierochloe hirta,Poaceae,Poales,false,false,false,false,false
Hierochloe odorata,Poaceae,Poales,false,false,false,false,false
Hierochloe hirta,Poaceae,Poales,false,false,false,false,false
Hierochloe odorata,Poaceae,Poales,false,false,false,false,false
Hippophae rhamnoides,Elaeagnaceae,Rosales,false,false,false,false,false
Hippophae rhamnoides,Elaeagnaceae,Rosales,false,false,false,false,false
Hippophae rhamnoides,Elaeagnaceae,Rosales,true,false,true,false,false
Holosteum umbellatum,Caryophyllaceae,Caryophyllales,true,true,true,true,false
Honckenya peploides,Caryophyllaceae,Caryophyllales,true,true,true,true,false
Hordeum jubatum,Poaceae,Poales,true,true,true,false,false
Homogyne discolor,Asteraceae,Asterales,false,false,false,false,false
Honckenya peploides,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Hypericum perforatum,Hypericaceae,Malpighiales,false,false,false,false,false
Hypericum elegans,Hypericaceae,Malpighiales,false,false,false,false,false
Hypericum elodes,Hypericaceae,Malpighiales,false,false,false,false,false
Hypericum perforatum,Hypericaceae,Malpighiales,false,false,false,false,false
Hypochaeris radicata,Asteraceae,Asterales,false,false,false,false,false
Inula rigida,Asteraceae,Asterales,false,false,false,false,false
Hypericum hirsutum,Hypericaceae,Malpighiales,true,false,true,false,false
Hypericum humifusum,Hypericaceae,Malpighiales,true,true,true,true,false
Hypericum montanum,Hypericaceae,Malpighiales,true,false,true,false,false
Holcus mollis,Gramineae,,true,true,true,false,false
Hordelymus europaeus,Poaceae,Poales,true,true,true,true,false
Helictotrichon pubescens,Gramineae,,true,true,true,true,true
Hordeum murinum,Gramineae,,true,true,true,true,false
Herniaria hirsuta,Caryophyllaceae,Caryophyllales,true,false,false,false,false
Herniaria glabra,Caryophyllaceae,Caryophyllales,true,true,true,true,false
Hypochaeris uniflora,Asteraceae,Asterales,true,true,true,true,false
Holcus lanatus,Poaceae,Poales,true,true,true,true,false
Filago minima,Asteraceae,Asterales,true,true,true,true,true
Holosteum umbellatum,Caryophyllaceae,Caryophyllales,true,false,false,false,false
Humulus lupulus,Cannabaceae,Rosales,true,true,true,true,false
Hypericum pulchrum,Hypericaceae,Malpighiales,true,true,false,false,false
Helminthotheca echioides,Asteraceae,Asterales,true,true,true,true,false
Illecebrum verticillatum,Caryophyllaceae,Caryophyllales,true,true,true,false,false
Hypericum dubium,Hypericaceae,Malpighiales,true,false,false,false,false
Hordeum secalinum,Poaceae,Poales,true,true,true,true,false
Hypochaeris maculata,Asteraceae,Asterales,true,false,false,true,false
Helictotrichon versicolor,Poaceae,Poales,true,false,false,true,false
Helictotrichon pubescens,Poaceae,Poales,true,false,false,false,false
Helictotrichon pratense,Gramineae,,true,true,true,false,false
Hypericum perforatum,Hypericaceae,Malpighiales,true,false,true,false,false
Holcus mollis,Poaceae,Poales,true,false,false,false,false
Helianthus tuberosus,Asteraceae,Asterales,true,false,false,false,false
Inula helenium,Asteraceae,Asterales,false,false,false,false,false
Inula helvetica,Asteraceae,Asterales,false,false,false,false,false
Jasione montana,Campanulaceae,Asterales,true,true,true,true,false
Juncus surrejanus,Juncaceae,Poales,false,false,false,false,false
Juncus alpinoarticulatus,Juncaceae,Poales,false,false,false,false,false
Juncus articulatus,Juncaceae,Poales,true,true,true,true,false
Juncus anceps,Juncaceae,Poales,false,false,false,false,false
Juncus atratus,Juncaceae,Poales,false,false,false,false,false
Juncus articulatus,Juncaceae,Poales,false,false,false,false,false
Juncus balticus,Juncaceae,Poales,false,false,false,false,false
Juncus bulbosus,Juncaceae,Poales,true,true,true,true,false
Juncus balticus,Juncaceae,Poales,false,false,false,false,false
Juncus bulbosus,Juncaceae,Poales,false,false,false,false,false
Juncus capitatus,Juncaceae,Poales,false,false,false,false,false
Juncus gerardi,Juncaceae,Poales,true,false,true,false,false
Juncus gerardi,Juncaceae,Poales,false,false,false,false,false
Juncus stygius,Juncaceae,Poales,false,false,false,false,false
Juncus jacquinii,Juncaceae,Poales,false,false,false,false,false
Juncus tenageia,Juncaceae,Poales,true,true,true,false,false
Juncus minutulus,Juncaceae,Poales,false,false,false,false,false
Juncus monanthos,Juncaceae,Poales,false,false,false,false,false
Juncus pygmaeus,Juncaceae,Poales,false,false,false,false,false
Juncus sphaerocarpus,Juncaceae,Poales,false,false,false,false,false
Juncus triglumis,Juncaceae,Poales,false,false,false,false,false
Juncus tenageia,Juncaceae,Poales,false,false,false,false,false
Juncus triglumis,Juncaceae,Poales,false,false,false,false,false
Jurinea cyanoides,Asteraceae,Asterales,false,false,false,false,false
Inula ensifolia,Asteraceae,Asterales,false,false,false,false,false
Jasione laevis,Campanulaceae,Asterales,true,true,true,true,true
Koeleria macrantha,Poaceae,Poales,false,false,false,false,false
Koeleria vallesiana,Poaceae,Poales,false,false,false,false,false
Lactuca viminea,Asteraceae,Asterales,false,false,false,false,false
Lactuca quercina,Asteraceae,Asterales,false,false,false,false,false
Lactuca saligna,Asteraceae,Asterales,false,false,false,false,false
Inula germanica,Asteraceae,Asterales,true,false,false,false,false
Inula hirta,Asteraceae,Asterales,true,true,false,false,false
Inula salicina,Compositae,,true,true,true,true,false
Juncus tenuis,Juncaceae,Poales,true,true,true,true,false
Juncus compressus,Juncaceae,Poales,true,true,true,true,true
Juncus subnodulosus,Juncaceae,Poales,true,true,true,true,false
Juncus ranarius,Juncaceae,Poales,true,true,true,true,false
Juglans regia,Juglandaceae,Fagales,true,true,true,true,false
Juncus squarrosus,Juncaceae,Poales,true,true,true,true,false
Juncus conglomeratus,Juncaceae,Poales,true,true,true,true,false
Juncus trifidus,Juncaceae,Poales,true,true,true,true,false
Isolepis setacea,Cyperaceae,Poales,true,false,true,true,false
Juncus filiformis,Juncaceae,Poales,true,true,true,true,false
Kobresia myosuroides,Cyperaceae,Poales,true,true,true,false,false
Koeleria arenaria,Poaceae,Poales,true,true,true,true,false
Lactuca quercina,Compositae,,true,true,true,true,false
Juncus effusus,Juncaceae,Poales,true,true,true,true,false
Isolepis fluitans,Cyperaceae,Poales,true,false,false,false,false
Koeleria glauca,Poaceae,Poales,true,false,false,false,false
Juncus inflexus,Juncaceae,Poales,true,false,false,false,false
Juncus bulbosus,Juncaceae,Poales,true,false,false,false,false
Jasione montana,Campanulaceae,Asterales,true,false,false,false,false
Inula salicina,Asteraceae,Asterales,true,false,false,false,false
Juncus articulatus,Juncaceae,Poales,true,false,false,false,false
Lactuca viminea,Asteraceae,Asterales,false,false,false,false,false
Leontodon hispidus,Asteraceae,Asterales,false,false,false,false,false
Leontodon saxatilis,Asteraceae,Asterales,false,false,false,false,false
Leontopodium alpinum,Asteraceae,Asterales,false,false,false,false,false
Luzula alpinopilosa,Juncaceae,Poales,false,false,false,false,false
Leucanthemopsis alpina,Asteraceae,Asterales,false,false,false,false,false
Limonium vulgare,Plumbaginaceae,Caryophyllales,false,false,false,false,false
Lolium temulentum,Poaceae,Poales,false,false,false,false,false
Luzula alpinopilosa,Juncaceae,Poales,false,false,false,false,false
Luzula campestris,Juncaceae,Poales,true,true,true,true,false
Luzula forsteri,Juncaceae,Poales,true,false,false,false,false
Luzula luzuloides,Juncaceae,Poales,true,true,true,true,false
Luzula desvauxii,Juncaceae,Poales,false,false,false,false,false
Luzula forsteri,Juncaceae,Poales,false,false,false,false,false
Luzula luzuloides,Juncaceae,Poales,false,false,false,false,false
Luzula luzulina,Juncaceae,Poales,false,false,false,false,false
Luzula luzuloides,Juncaceae,Poales,true,false,false,false,false
Luzula multiflora,Juncaceae,Poales,true,true,true,false,false
Luzula spicata,Juncaceae,Poales,false,false,false,false,false
Lobelia dortmanna,Lobeliaceae,Asterales,true,true,false,true,false
Luzula sylvatica,Juncaceae,Poales,false,false,false,false,false
Luzula sylvatica,Juncaceae,Poales,true,true,true,true,false
Luzula sylvatica,Juncaceae,Poales,false,false,false,false,false
Lychnis flos-cuculi,Caryophyllaceae,Caryophyllales,true,true,true,false,false
Malus sylvestris,Rosaceae,Rosales,false,false,false,false,false
Melica ciliata,Poaceae,Poales,false,false,false,false,false
Matricaria discoidea,Asteraceae,Asterales,true,false,false,false,false
Melica ciliata,Poaceae,Poales,false,false,false,false,false
Lactuca perennis,Asteraceae,Asterales,true,true,false,true,false
Leucanthemum ircutianum,Compositae,,true,true,true,true,false
Lolium perenne,Poaceae,Poales,true,true,true,true,false
Lolium multiflorum,Poaceae,Poales,true,true,true,false,false
Melica nutans,Poaceae,Poales,true,true,true,true,false
Lactuca serriola,Asteraceae,Asterales,true,true,true,true,false
Luzula multiflora,Juncaceae,Poales,true,true,true,false,false
Matricaria recutita,Asteraceae,Asterales,true,true,true,true,false
Lactuca virosa,Asteraceae,Asterales,true,true,true,true,false
Luzula pilosa,Juncaceae,Poales,true,true,true,false,false
Legousia hybrida,Campanulaceae,Asterales,true,true,true,true,false
Leontodon incanus,Asteraceae,Asterales,true,true,true,true,true
Lychnis flos-cuculi,Caryophyllaceae,Caryophyllales,true,false,false,false,false
Lychnis viscaria,Caryophyllaceae,Caryophyllales,true,false,false,false,false
Luzula congesta,Juncaceae,Poales,true,true,true,true,false
Leontodon saxatilis,Compositae,,true,false,false,false,false
Luzula divulgata,Juncaceae,Poales,true,false,true,false,false
Leucanthemum halleri,Asteraceae,Asterales,true,true,true,true,true
Leucanthemum adustum,Asteraceae,Asterales,true,true,true,true,false
Luzula nivea,Juncaceae,Poales,true,false,false,false,false
Luzula pallescens,Juncaceae,Poales,true,false,false,false,false
Lychnis coronaria,Caryophyllaceae,Caryophyllales,true,true,true,false,false
Leucanthemum vulgare,Asteraceae,Asterales,true,true,true,true,false
Legousia speculum-veneris,Campanulaceae,Asterales,true,true,true,true,false
Luzula alpina,Juncaceae,Poales,true,true,true,false,false
Leymus arenarius,Poaceae,Poales,true,true,true,true,false
Leersia oryzoides,Poaceae,Poales,true,true,false,false,false
Koeleria grandis,Poaceae,Poales,true,false,false,false,false
Lapsana communis,Asteraceae,Asterales,true,false,false,false,false
Milium effusum,Poaceae,Poales,false,false,false,false,false
Melica transsilvanica,Poaceae,Poales,false,false,false,false,false
Mespilus germanica,Rosaceae,Rosales,false,false,false,false,false
Minuartia hybrida,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Minuartia cherlerioides,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Minuartia rupestris,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Minuartia hybrida,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Minuartia setacea,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Minuartia rupestris,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Minuartia sedoides,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Minuartia verna,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Minuartia stricta,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Moenchia erecta,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Minuartia verna,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Minuartia viscosa,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Montia fontana,Montiaceae,Caryophyllales,false,false,false,false,false
Moenchia erecta,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Montia fontana,Montiaceae,Caryophyllales,true,false,true,false,false
Montia arvensis,Montiaceae,Caryophyllales,false,false,false,false,false
Luzula spicata,Juncaceae,Poales,false,false,false,false,false
Luzula sudetica,Juncaceae,Poales,false,false,false,false,false
Myrica gale,Myricaceae,Fagales,false,false,false,false,false
Myrica pensylvanica,Myricaceae,Fagales,false,false,false,false,false
Nymphoides peltata,Menyanthaceae,Asterales,false,false,false,false,false
Luzula spicata,Juncaceae,Poales,false,false,false,false,false
Oreochloa disticha,Poaceae,Poales,false,false,false,false,false
Panicum miliaceum,Poaceae,Poales,false,false,false,false,false
Oxyria digyna,Polygonaceae,Caryophyllales,false,false,false,false,false
Panicum miliaceum,Poaceae,Poales,false,false,false,false,false
Persicaria lapathifolia,Polygonaceae,Caryophyllales,true,false,false,false,false
Persicaria lapathifolia,Polygonaceae,Caryophyllales,true,false,false,false,false
Campylopus subulatus,Leucobryaceae,Dicranales,true,false,true,true,false
Moehringia trinervia,Caryophyllaceae,Caryophyllales,true,true,true,true,false
Molinia arundinacea,Poaceae,Poales,true,true,true,true,false
Parietaria officinalis,Urticaceae,Rosales,true,true,true,false,false
Melica uniflora,Poaceae,Poales,true,true,false,true,false
Nardus stricta,Poaceae,Poales,true,true,true,true,false
Persicaria hydropiper,Polygonaceae,Caryophyllales,true,true,true,true,false
Panicum capillare,Poaceae,Poales,true,true,true,false,false
Panicum barbipulvinatum,Poaceae,Poales,true,true,true,false,false
Persicaria lapathifolia,Polygonaceae,Caryophyllales,true,false,false,false,false
